name,category,tier,deadline,eligibility,cost,aid,notes,url,source
"MITES (MIT Introduction to Technology, Engineering, and Science)",summer_programs,🟢 Watch List,Early February (typically Feb 1),Rising high school seniors (current juniors). U.S. citizens/permanent residents. Strong academic record. Interest in STEM. Special consideration for underrepresented/minority backgrounds.,Free (no tuition or program fees),"Program is completely free including tuition, room, board, transportation, and books/technology fees.","6-week residential program at MIT. Students take 5 courses in math, science, engineering, and humanities. Also includes career exploration and college admissions prep. Highly competitive (~5% acceptance rate). Program runs June-July.; [DEAD: https://oge.mit.edu/programs/mites/]",,MIT Office of Graduate Education website
Harvard Secondary School Program (SSP),summer_programs,🟢 Watch List,Early Decision: January; Regular Decision: February; Late: April (rolling),Current high school students entering grades 11-12 (rising juniors and seniors). Must be at least 16 by program start. Strong academic record (B+ or higher recommended).,"$3,700-$13,000 depending on number of courses (2-week to 7-week options). Residential fee: ~$14,000 for full session.",Need-based financial aid available. Limited partial scholarships. Need-blind admissions for financial aid applicants.,Two session lengths: 2-week Pre-College Program (non-credit) or 7-week Secondary School Program (college credit). Students live in Harvard dorms. Over 200 courses available. Prestigious experience. Program runs June-August.,https://summer.harvard.edu/high-school-programs/,Harvard Summer School website
Stanford Pre-Collegiate Studies (SPCS),summer_programs,🟢 Watch List,Rolling; January-March (varies by program). Summer Session typically January deadline.,"Current high school freshmen through juniors (varies by program). Summer Session: rising juniors/seniors, minimum 3.5 GPA. Summer Institutes: grades 9-11.","$4,000-$15,000 depending on program. Summer Session (8-9 weeks, with housing): ~$15,000+. Summer Institutes (2-3 weeks): $3,000-$5,000.",Need-based financial aid available for Summer Session. Limited aid for Summer Institutes. Submit financial aid application by deadline.,"Multiple programs: Summer Session (8-9 weeks, college credit), Summer Institutes (2-3 weeks, non-credit, focused topics), Summer Humanities Institute (residential). All held at Stanford University. Highly competitive admissions for credit program.",https://summer.stanford.edu/high-school,Stanford Summer Session website
Brown Pre-College Programs,summer_programs,🟢 Watch List,Rolling admission; early applications encouraged. Priority: February; Regular: March-April.,Current high school students entering grades 9-12. Minimum age 14-15 depending on program. Strong academic record.,"$2,500-$4,500 per session (varies by length). Housing/meals additional (~$2,500). Full 3-week residential: ~$5,800-$6,800.",Need-based financial aid available. Submit application early for consideration. Limited full scholarships.,"Multiple 1-4 week sessions in June-August. Courses in biology, neuroscience, law, political science, and more. Students live in Brown dorms. Very popular for college prep experience. Certificate of completion provided.",https://precollege.brown.edu/,Brown University Pre-College website
Cornell Pre-College Summer Programs,summer_programs,🟢 Watch List,Rolling; early application recommended. Priority: February; Final: May (if space available).,Current high school sophomores and juniors (rising juniors and seniors). Must be at least 15 by program start. Strong academic record (B+ or higher recommended).,"3-week course: $5,400; 6-week course: $10,300+. Includes tuition, room, and meals.",Limited need-based financial aid available. Some diversity scholarships. Submit financial aid application by January.,"Multiple 3-6 week sessions in June-August. College credit earned. Courses in Biology, Animal Science, Law & Society, Government, Engineering, and more. Includes college admissions workshops. Highly regarded.",https://sce.cornell.edu/precollege,Cornell University Pre-College website
Johns Hopkins Pre-College Summer Programs,summer_programs,🟢 Watch List,Rolling; Priority: January/February; Final: May (space permitting).,Current high school students (grades 9-12 depending on program). Must be 14-15+ depending on program. Strong academic record.,"Varies: 2-week Mini-Term $3,500; 5-week university credit program $12,000+. Includes tuition; housing/meals additional.",Need-based financial aid available. Submit by priority deadline. Limited full scholarships.,"Multiple programs: Summer University (college credit), Mini-Term (non-credit exploration), Biomedical Engineering Innovation (research-focused). Located at JHU Homewood campus in Baltimore, MD. Strong reputation in pre-med and STEM.",https://summer.jhu.edu/,Johns Hopkins University Summer Programs website
Yale Summer Session (YSS),summer_programs,🟢 Watch List,Rolling; Priority: January; Regular: April; Late: May (space permitting).,Current high school students entering grades 10-12 (rising juniors and seniors). Must be at least 16 by program start. Strong academic record.,"1 course (1 credit): $5,400; Full session: $10,000+. Residential: add $4,000+ for room and meals.",Need-based financial aid available. Submit financial aid application by priority deadline. Limited scholarships.,"5-week session (late June - early August) or two 3-week sessions. Wide range of courses including biology, molecular biology, law, political science, and more. College credit earned. Students live in Yale dorms.",https://summer.yale.edu/,Yale Summer Session website
Wharton Global Youth Program (Law & Business),summer_programs,🟢 Watch List,Priority: January; Regular: March; Rolling thereafter (space permitting).,Current high school sophomores and juniors (grades 10-11). Minimum 3.5 GPA recommended. Strong English proficiency for international students.,"Varies: 2-week program $5,999+; 3-week $8,000+. Includes tuition, room, board, activities.",Need-based financial aid available. Submit by priority deadline. Limited number of full scholarships. Need-blind admissions.,"Multiple programs at University of Pennsylvania. Law track includes Legal Research and Writing, Moot Court, and Law & Society courses. Business tracks include entrepreneurship, finance, and leadership programs. Highly prestigious. Program runs June-August.",https://globalyouth.wharton.upenn.edu/,Wharton Global Youth Program website
Georgetown Law Summer High School Program,summer_programs,🟢 Watch List,Rolling; typically March-May (space permitting). Early application recommended.,Current high school sophomores and juniors (rising juniors/seniors). Minimum 3.0 GPA. Interest in law and government.,"~$4,500-$6,000 for 2-week program (tuition, room, board included).",Limited need-based financial aid available. Submit financial aid application by deadline.,"1-2 week program at Georgetown University Law Center in Washington, DC. Covers legal reasoning, constitutional law, criminal law, and trial advocacy. Includes visits to courts and government buildings. Great for pre-law interest.",https://www.law.georgetown.edu/,Georgetown University Law Center website
Harvard Pre-College Program (Law Track),summer_programs,🟢 Watch List,"Early: January; Regular: February/March; Late: April (rolling, space permitting).",Current high school sophomores and juniors (rising juniors/seniors). Must be at least 16 by program start. Strong academic record.,"$5,550 for 2-week session (includes tuition, room, board, activities). Application fee: $50.",Need-based financial aid available. Covers full tuition for qualified students. Submit by early deadline. Need-blind admissions.,"2-week non-credit program at Harvard University. Multiple sessions in June, July, and August. Law course offerings include: Constitutional Law, Legal Reasoning, Justice & Ethics, and Law & Society. Students choose 1-2 courses. Includes college prep workshops.",https://summer.harvard.edu/high-school-programs/pre-college-program/,Harvard Summer School website
Telluride Association Summer Program (TASP),summer_programs,🟢 Watch List,Late January (typically Feb 1),"High school juniors (current 11th graders). No GPA or test score minimums. Emphasis on intellectual curiosity, writing ability, and diverse perspectives.",Free (no tuition or fees),"Program is completely free. All costs (tuition, room, board, books, activities) covered. Stipend provided for travel expenses.","6-week program at Cornell University or University of Michigan. Seminar-style discussions on political theory, ethics, law, and social justice. No grades or credits - purely intellectual enrichment. Highly prestigious and selective (~5% acceptance rate).",https://www.tellurideassociation.org/,Telluride Association website
Boston University High School Summer Programs (Law & Research),summer_programs,🟢 Watch List,Rolling; Priority: February; Regular: April/May (space permitting).,Current high school freshmen through juniors (varies by program). Minimum 3.0-3.5 GPA depending on program.,"$3,500-$8,300 depending on program. Summer Preview (2 weeks): ~$4,500. Honors (6 weeks): ~$9,500.",Need-based financial aid available. Limited merit scholarships. Submit financial aid application by March.,"Multiple programs: RISE (see separate entry), Summer Preview (2-week non-credit exploration), High School Honors (6-week college credit). Law courses available in Summer Preview. Located at BU in Boston, MA.",https://www.bu.edu/summer/high-school-programs/,Boston University Summer Programs website
UC Davis Young Scholars Program (YSP),summer_programs,🟢 Watch List,Mid-March (typically Mar 15),High school sophomores and juniors (rising juniors/seniors). Must be at least 15 by program start. Minimum 3.5 GPA. Strong biology/chemistry background.,"$5,500 (tuition, room, board, lab fees included)",Need-based financial aid available. Some partial scholarships. Need-blind admissions.,"6-week residential program at UC Davis. Focus on biological, agricultural, and environmental sciences. Students present research at symposium. Includes field trips to research facilities. Program runs June-August.",https://ysp.ucdavis.edu/,UC Davis YSP website
New York Times Student Contest Series,writing_humanities,🟢 Watch List,"Rolling; multiple contests throughout the 2025-26 school year (Summer Reading ends Aug 14, 2026)",Students ages 13-19 in middle school or high school (grades 7-12),Free,No,Excellent for building a portfolio of published-style writing. Winners get published on NYT website. Low barrier to entry. Multiple categories throughout the year.,https://www.nytimes.com/spotlight/learning-contests,nytimes.com/spotlight/learning-contests (fetched 2026-06-15)
National History Day (NHD),writing_humanities,🟢 Watch List,Varies by affiliate/state; national contest held each June,"Grades 6-12 enrolled in public, private, parochial, charter, or homeschool",Free at school level; small fees for regional/affiliate contests vary,No,"Very prestigious for history students. Requires substantial research and time commitment. Category 'Historical Paper' directly relevant to writing. Also offers documentary, exhibit, performance, website categories. 2026 theme: 'Rights and Responsibilities'.",https://www.nhd.org/contest,nhd.org/contest (fetched 2026-06-15)
National Council of Teachers of English (NCTE) Achievement Awards in Writing,writing_humanities,🟢 Watch List,"February (annual, nominations through schools)",High school juniors nominated by their school (NCTE member schools),Free,No,Well-regarded but requires school nomination. Good credential for college apps. Impromptu and portfolio-based assessment.,https://ncte.org/awards/achievement-awards-in-writing/,ncte.org (general knowledge)
River of Words Poetry & Art Contest,writing_humanities,🟢 Watch List,February (annual),Students ages 5-19 worldwide,Free,No,Niche environmental poetry competition. Less competitive than Scholastic but good for demonstrating interdisciplinary interests (writing + environmental science).,https://riverofwords.org/,riverofwords.org (general knowledge)
The Adroit Journal Prizes for Poetry & Prose,writing_humanities,🟢 Watch List,May (annual),High school students (grades 9-12) worldwide,Free,No,Selective and well-regarded in literary circles. Winners published in The Adroit Journal. Cash prizes for winners. Strong signal for creative writing talent.,https://theadroitjournal.org/,theadroitjournal.org (fetched 2026-06-15)
Foyle Young Poets of the Year Award,writing_humanities,🟢 Watch List,July (annual),Students ages 11-17 worldwide,Free,No,Major international poetry competition. Winners get mentorship from established poets. UK-based but open globally.,https://foyleyoungpoets.org/,foyleyoungpoets.org (general knowledge)
National Student Poetry Program (Poetry Out Loud),writing_humanities,🟢 Watch List,Fall semester start; state competitions by February; National Finals in April/May,"Grades 9-12 in US public, private, parochial, or homeschool",Free,No,"Performance-based (recitation) but strongly literary. Total prize pool exceeds $50,000. School-level participation required. Builds public speaking skills alongside literary appreciation.",https://www.poetryoutloud.org/,poetryoutloud.org (general knowledge)
National History Day - Historical Paper Category,writing_humanities,🟢 Watch List,Varies by state/affiliate (typically Feb-Mar 2027 for 2027 cycle),Grades 6-12 in US and international schools with NHD affiliates,Free at school level; affiliate fees vary,No,Strongest NHD category for writing-focused students. Develops college-level research and writing skills. Top papers can advance to national contest at University of Maryland.; [DEAD: https://www.nhd.org/historical-paper],,nhd.org (fetched 2026-06-15)
The American Foreign Service Association (AFSA) National High School Essay Contest,writing_humanities,🟢 Watch List,April (annual),Grades 9-12 enrolled in a US high school (including overseas US schools),Free,No,"Prestigious for students interested in international relations, diplomacy, and political science. Cash prizes and DC trip for winner.",https://afsa.org/essay-contest,afsa.org (general knowledge)
Princeton University Ten-Minute Play Contest,writing_humanities,🟢 Watch List,"March (annual, typically March 31)",Students in grades 9-12 worldwide,Free,No,Prestigious university-sponsored competition. Excellent for students interested in dramatic writing. Strong signal for humanities/creative writing interests.,https://arts.princeton.edu/about/opportunities/ten-minute-play-contest/,arts.princeton.edu (general knowledge)
The New Yorker Cartoon Caption Contest for Kids,writing_humanities,🟢 Watch List,Monthly (ongoing),Students ages 13-18,Free,No,"Fun, low-stakes competition. Good for building a publication history. High bar for selectivity. Humor writing niche.; [DEAD: https://www.newyorker.com/kids]",,newyorker.com (general knowledge)
The Harvard Crimson Global Essay Competition,writing_humanities,🟢 Watch List,Varies (typically summer for fall deadline),High school students worldwide,Free,No,Well-regarded for college-bound students. Winners get published in Harvard's student newspaper. Good for demonstrating journalistic/analytical writing skills.; [DEAD: https://www.thecrimson.com/article/essay-contest/],,thecrimson.com (general knowledge)
The Columbia Scholastic Press Association (CSPA) Crown Awards,writing_humanities,🟢 Watch List,Summer/fall with March/April judging cycle,Students at CSPA member schools in grades 9-12,Membership fees may apply ($75-150 for schools),No,Strong for journalism students. Crown Awards are well-regarded in scholastic journalism. Good complement to Quill and Scroll or other journalism honors.,https://cspa.columbia.edu/,cspa.columbia.edu (general knowledge)
The Concord Review,writing_humanities,🟢 Watch List,"Rolling (quarterly issues: Fall, Winter, Spring, Summer)",High school students worldwide,"Free to submit ($70 if published, for copy/reprint access)",No,Exceptionally prestigious; publication in TCR is considered one of the highest achievements in high school history. Submissions should be well-researched with proper citations. Quarterly deadline cycle.,https://www.tcr.org/,tcr.org (general knowledge)
"Ayn Rand Institute Essay Contests (Anthem, The Fountainhead, Atlas Shrugged)",writing_humanities,🟢 Watch List,Anthem: March 2027; Fountainhead: April 2027; Atlas Shrugged: October 2026,"Varies by contest: Anthem (grades 8-12), Fountainhead (grades 11-12), Atlas Shrugged (grade 12)",Free,No,"Significant cash prizes ($10,000 top prize for Atlas Shrugged essay). Controversial philosophical perspective but well-established competition. Readily accessible for independent study.",https://www.aynrand.org/contests/,aynrand.org/contests (general knowledge)
EngineerGirl Writing Contest,writing_humanities,🟢 Watch List,February (annual),Students grades 3-12 worldwide,Free,No,Good for demonstrating interdisciplinary interests (writing + STEM/engineering). Female-empowerment angle could align with certain ethnic/female narratives.,https://www.engineergirl.org/,engineergirl.org (general knowledge)
The Presidential Scholars Program - Arts Component (YoungArts),writing_humanities,🟢 Watch List,October (aligned with YoungArts application),"US citizens and permanent residents, ages 15-18 or grades 10-12","Free (early), $35 (late)",Yes,"Highest federal honor for high school artists. Winners attend recognition ceremony in Washington, DC. Exceptionally selective and prestigious.",https://youngarts.org/presidential-scholars/,youngarts.org (general knowledge)
The Intergenerational Essay Contest (Generations United),writing_humanities,🟢 Watch List,March (annual),Students ages 8-22 in the US,Free,No,Less competitive but good for building a portfolio of published writing. Intergenerational theme could connect well with immigrant family narratives.; [DEAD: https://www.gu.org/essay-contest/],,gu.org (general knowledge)
The Hispanic Heritage Foundation Essay Contest,writing_humanities,🟢 Watch List,February (annual),Hispanic/Latino students in grades 9-12 in the US or Puerto Rico,Free,Yes,Not applicable for Indian-origin student. Listed for reference only.,https://hispanicheritage.org/youth-awards/,hispanicheritage.org (general knowledge)
The New York Historical Society Student Historian Contest,writing_humanities,🟢 Watch List,February (annual),"Students in grades 9-12 in New York, New Jersey, and Connecticut",Free,No,Good for CT-based student. Regional competition makes advancement more accessible. Pairs well with National History Day work.; [DEAD: https://www.nyhistory.org/education/student-historian-program],,nyhistory.org (general knowledge)
The JASNA Essay Contest (Jane Austen Society of North America),writing_humanities,🟢 Watch List,June (annual),High school (grades 9-12) and college students worldwide,Free,No,Niche but well-regarded in literary circles. Good for students passionate about classic literature.,https://jasna.org/essay-contest/,jasna.org (general knowledge)
The Library of Congress National Book Festival Essay Contest,writing_humanities,🟢 Watch List,May (annual),Grades 9-12 in US schools,Free,No,Less well-known but carries the prestige of the Library of Congress. Good addition for students with strong interest in literature.; [DEAD: https://www.loc.gov/events/2026-national-book-festival/],,loc.gov (general knowledge)
Princeton University Poetry Contest for High School Students,writing_humanities,🟢 Watch List,March (annual),High school students (grades 9-12) worldwide,Free,No,Prestigious university-sponsored contest. Excellent for demonstrating creative writing ability in college applications.; [DEAD: https://arts.princeton.edu/about/opportunities/high-school-poetry-contest/],,arts.princeton.edu (general knowledge)
The Eureka Award (by The Knowledge Society / TKS),writing_humanities,🟢 Watch List,Varies (semi-annual),Students ages 13-17 worldwide,Free,No,Good for students with interdisciplinary interests (writing + tech/science). Less traditional but forward-looking.; [DEAD: https://www.tks.world/eureka],,tks.world (general knowledge)
The Dolores Huerta Foundation Essay Contest,writing_humanities,🟢 Watch List,March (annual),"High school students (geographic restrictions may apply, often California and Southwest US)",Free,No,Good for students interested in social justice and advocacy writing.; [DEAD: https://doloreshuerta.org/essay-contest/],,doloreshuerta.org (general knowledge)
The John F. Kennedy Profile in Courage Essay Contest,writing_humanities,🟢 Watch List,"January (annual, typically mid-January)","Grades 9-12 in US public, private, parochial, or homeschool; US citizens attending overseas schools",Free,No,"Very prestigious with $10,000 top prize. Strong for students interested in government, political science, and history. Winners recognized at JFK Library ceremony.; [URL may block bots: https://www.jfklibrary.org/learn/education/profile-in-courage-essay-contest]",https://www.jfklibrary.org/learn/education/profile-in-courage-essay-contest,jfklibrary.org (general knowledge)
